"department","program","account_name","bank_code","allocation_year","semester_code","male_fees","female_fees","semester","year_semester","upto_7_days_fine","upto_84_days_fine","installment1","installment2","installment3","installment4","start_date","end_date","end_date2","end_date3"
"Technology","UG","CEPT FACULTY OF TECHNOLOGY","FCCPFT","2020","1","160000","160000","S","2022","250","500","40000","40000","40000","40000","07/13/2021 12:00:00 PM","07/26/2021 12:00:00 PM","08/09/2021 12:00:00 AM","09/06/2021 12:00:00 AM"
"Technology","UG","CEPT FACULTY OF TECHNOLOGY","FCCPFT","2021","1","160000","160000","S","2022","250","500","40000","40000","40000","40000","07/13/2021 12:00:00 PM","07/26/2021 12:00:00 PM","08/09/2021 12:00:00 AM","09/06/2021 12:00:00 AM"
"Technology","PG","CEPT FACULTY OF TECHNOLOGY","FCCPFT","2013","10","0","0","S","2022","250","500","","","","","07/13/2021 12:00:00 PM","07/26/2021 12:00:00 PM","08/09/2021 12:00:00 AM","09/06/2021 12:00:00 AM"
"Technology","PG","CEPT FACULTY OF TECHNOLOGY","FCCPFT","2014","10","0","0","S","2022","250","500","","","","","07/13/2021 12:00:00 PM","07/26/2021 12:00:00 PM","08/09/2021 12:00:00 AM","09/06/2021 12:00:00 AM"
"Technology","PG","CEPT FACULTY OF TECHNOLOGY","FCCPFT","2015","8","0","0","S","2022","250","500","","","","","07/13/2021 12:00:00 PM","07/26/2021 12:00:00 PM","08/09/2021 12:00:00 AM","09/06/2021 12:00:00 AM"
"Technology","PG","CEPT FACULTY OF TECHNOLOGY","FCCPFT","2016","6","0","0","S","2022","250","500","","","","","07/13/2021 12:00:00 PM","07/26/2021 12:00:00 PM","08/09/2021 12:00:00 AM","09/06/2021 12:00:00 AM"
"Technology","PG","CEPT FACULTY OF TECHNOLOGY","FCCPFT","2017","4","0","0","S","2022","250","500","","","","","07/13/2021 12:00:00 PM","07/26/2021 12:00:00 PM","08/09/2021 12:00:00 AM","09/06/2021 12:00:00 AM"
"Technology","PG","CEPT FACULTY OF TECHNOLOGY","FCCPFT","2018","5","93500","93500","S","2022","250","500","23375","23375","23375","23375","07/13/2021 12:00:00 PM","07/26/2021 12:00:00 PM","08/09/2021 12:00:00 AM","09/06/2021 12:00:00 AM"
"Technology","PG","CEPT FACULTY OF TECHNOLOGY","FCCPFT","2019","3","99000","99000","S","2022","250","500","24750","24750","24750","24750","07/13/2021 12:00:00 PM","07/26/2021 12:00:00 PM","08/09/2021 12:00:00 AM","09/06/2021 12:00:00 AM"
"Technology","PG","CEPT FACULTY OF TECHNOLOGY","FCCPFT","2020","1","99000","99000","S","2022","250","500","24750","24750","24750","24750","07/13/2021 12:00:00 PM","07/26/2021 12:00:00 PM","08/09/2021 12:00:00 AM","09/06/2021 12:00:00 AM"
"Technology","PG","CEPT FACULTY OF TECHNOLOGY","FCCPFT","2021","1","99000","99000","S","2022","250","500","51000","16000","16000","16000","07/13/2021 12:00:00 PM","07/26/2021 12:00:00 PM","08/09/2021 12:00:00 AM","09/06/2021 12:00:00 AM"
